RF2021072537b98308,6480,13,159.70,0,0,0,0,1,0,202107,0,0,3371,guan1,2021-07-25 19:59:49,,2021-07-25 19:59:49,
RF2021072542937394,6481,14,170.40,0,0,0,0,1,0,202107,0,0,3371,guan1,2021-07-25 19:59:49,,2021-07-25 19:59:49,
