RF202104046263bcb6,4,6,3444.56,0,0,0,0,0,0,202104,0,0,3372,guan4,2021-04-04 12:59:30,,,
RF20210404d3a4d65d,5,7,2345.67,0,0,0,0,0,0,202104,0,0,3372,guan4,2021-04-04 12:59:30,,,
RF202104046b9cb461,3,6,3444.56,0,0,0,0,0,0,202104,0,0,3372,guan4,2021-04-04 12:59:30,,,
RF20210404cf5f1c3c,5,7,2345.67,0,0,0,0,0,0,202104,0,0,3372,guan4,2021-04-04 12:59:30,,,
