Edit,"{""MainData"":{""DicNo"":""houseCanRent"",""DicName"":""可租房屋"",""ParentId"":""0"",""OrderNo"":null,""Enable"":""1"",""CreateDate"":""2021-03-21 16:30:38"",""DbSql"":"" select Id as `key`,HouseCode as `value` from house where enableflag = 1 and rentstatus = 0"",""Remark"":null,""Dic_ID"":""73"",""ModifyID"":1,""Modifier"":""超级管理员"",""ModifyDate"":""2021-07-26 15:27:20""},""DetailData"":[],""DelKeys"":null,""Extra"":null}",Ok,,3,2021-07-26 15:27:20,2021-07-26 15:27:20,15,127.0.0.1,127.0.0.1:9991,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",http://127.0.0.1:9991/api/Sys_Dictionary/update,1,超级管理员,1
System,,,,3,2021-07-26 15:27:20,2021-07-26 15:27:20,15,127.0.0.1,127.0.0.1:9991,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",http://127.0.0.1:9991/api/Sys_Dictionary/update,1,超级管理员,1
System,,,,3,2021-07-26 15:27:20,2021-07-26 15:27:20,3,127.0.0.1,127.0.0.1:9991,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",http://127.0.0.1:9991/api/Sys_Dictionary/getPageData,1,超级管理员,1
